@relation ps_c8_a_13_t_11-12
@attribute RON real 
@attribute MON real 
@attribute OLF real 
@attribute AROMA real 
@attribute AR_BNZ real
@attribute MOX real 
@attribute MMETANOL real 
@attribute METANOL real 
@attribute MMTBE  real 
@attribute METBE real 
@attribute MTAME real 
@attribute MDIPE  real 
@attribute MTBS real 

@attribute class {100, 101, 201, 202, 203, 301, 302, 401}

@data
81.50, 76.80, 1.60, 32.40, 4.04, 0.19, 0.00, 0.00, 0.60, 0.00, 0.00, 0.50, 0.00, 100 
81.40, 77.30, 1.80, 24.40, 3.19, 0.38, 0.00, 0.00, 0.40, 0.00, 1.00, 0.90, 0.00, 100 
82.00, 76.20, 1.90, 31.40, 3.46, 0.31, 0.00, 0.00, 0.30, 0.00, 0.80, 0.70, 0.00, 100 
78.90, 76.40, 3.60, 21.00, 4.11, 0.32, 0.00, 0.00, 1.00, 0.00, 0.40, 0.50, 0.00, 100 
78.20, 76.00, 3.70, 19.30, 4.04, 0.32, 0.00, 0.00, 1.00, 0.00, 0.40, 0.50, 0.00, 100 
77.60, 75.60, 3.80, 17.50, 3.51, 0.31, 0.00, 0.00, 0.90, 0.00, 0.30, 0.60, 0.00, 100 
77.60, 75.50, 4.50, 17.60, 4.00, 0.32, 0.00, 0.00, 1.00, 0.00, 0.40, 0.50, 0.00, 100 
75.80, 77.20, 4.60, 24.40, 3.81, 0.30, 0.00, 0.00, 0.00, 0.00, 0.80, 1.10, 0.00, 100 
78.00, 78.10, 4.70, 24.60, 3.35, 0.50, 0.00, 0.00, 1.20, 0.00, 0.80, 1.00, 0.00, 100 
76.20, 77.80, 5.30, 22.50, 3.44, 0.30, 0.00, 0.00, 0.00, 0.00, 0.80, 1.10, 0.00, 100 
78.00, 76.30, 4.70, 17.40, 4.25, 0.39, 0.00, 0.00, 1.20, 0.00, 0.50, 0.60, 0.00, 100 
75.80, 77.10, 4.80, 25.00, 2.98, 0.46, 0.00, 0.00, 0.60, 0.40, 0.80, 1.00, 0.00, 100 
80.20, 76.80, 4.80, 24.50, 4.04, 0.34, 0.00, 0.00, 0.90, 0.00, 0.40, 0.50, 0.00, 100 
80.30, 76.60, 4.90, 26.00, 4.13, 0.34, 0.00, 0.00, 0.90, 0.00, 0.50, 0.60, 0.00, 100 
78.50, 76.60, 5.10, 17.30, 3.84, 0.39, 0.00, 0.00, 1.20, 0.00, 0.40, 0.70, 0.00, 100 
73.60, 77.40, 5.40, 20.00, 3.06, 0.49, 0.00, 0.00, 0.50, 0.70, 0.90, 0.90, 0.00, 100 
74.30, 77.30, 6.00, 20.20, 3.38, 0.52, 0.00, 0.00, 0.40, 0.00, 1.20, 1.60, 0.00, 100 
82.50, 77.10, 4.20, 26.80, 3.66, 0.50, 0.00, 0.00, 0.90, 0.00, 1.00, 1.10, 0.00, 100 
82.50, 77.10, 4.20, 27.00, 3.89, 0.50, 0.00, 0.00, 0.80, 0.00, 1.10, 1.10, 0.00, 100 
77.50, 77.80, 6.50, 23.90, 3.22, 0.61, 0.00, 0.00, 1.10, 0.00, 1.20, 1.40, 0.00, 100 
82.10, 77.60, 4.50, 25.90, 3.66, 0.53, 0.00, 0.00, 1.10, 0.00, 1.10, 1.10, 0.00, 100 
78.70, 76.70, 4.90, 17.40, 3.79, 0.36, 0.00, 0.00, 1.10, 0.00, 0.40, 0.70, 0.00, 100 
96.30, 85.20, 12.10, 0.00, 0.48, 2.43, 0.00, 0.00, 11.60, 0.20, 1.00, 1.00, 0.00, 301 
79.90, 75.90, 2.70, 22.00, 3.72, 0.57, 0.00, 0.00, 0.80, 0.00, 1.40, 1.30, 0.00, 100 
79.70, 79.40, 5.60, 22.40, 3.85, 0.59, 0.00, 0.00, 0.90, 0.00, 1.30, 1.40, 0.00, 100 
94.20, 85.20, 9.60, 24.60, 0.36, 3.33, 0.00, 0.00, 16.10, 0.00, 1.20, 1.30, 0.00, 301 
94.60, 85.30, 10.80, 23.40, 0.44, 3.05, 0.00, 0.00, 14.80, 0.00, 1.10, 1.10, 0.00, 301 
95.20, 84.60, 11.30, 27.60, 0.54, 3.03, 0.00, 0.00, 14.60, 0.00, 1.10, 1.20, 0.00, 301 
94.60, 85.70, 10.00, 24.60, 0.38, 2.93, 0.00, 0.00, 14.50, 0.00, 0.90, 0.90, 0.00, 301 
94.90, 85.50, 11.70, 24.00, 0.53, 2.56, 0.00, 0.00, 13.70, 0.00, 0.00, 0.40, 0.00, 301 
95.80, 85.30, 10.70, 34.20, 0.70, 1.12, 0.00, 0.00, 5.30, 0.60, 0.30, 0.00, 4.00, 301 
95.80, 84.60, 12.30, 33.40, 0.52, 1.24, 0.00, 0.00, 6.40, 0.00, 0.00, 0.00, 3.00, 301 
95.90, 85.30, 12.70, 33.10, 0.69, 1.21, 0.00, 0.00, 6.00, 0.30, 0.00, 0.00, 3.00, 301 
96.40, 85.50, 13.00, 34.10, 0.70, 1.32, 0.00, 0.00, 6.60, 0.00, 0.00, 0.00, 5.00, 301 
96.50, 85.70, 13.10, 35.10, 0.71, 1.41, 0.00, 0.00, 7.20, 0.00, 0.00, 0.00, 4.00, 301 
96.30, 85.90, 13.10, 31.60, 0.76, 1.71, 0.00, 0.20, 9.10, 0.00, 0.00, 3.00, 2.00, 301 
95.90, 84.60, 13.20, 32.60, 0.55, 1.23, 0.00, 0.00, 6.10, 0.30, 0.00, 0.00, 3.00, 301 
96.70, 85.80, 13.20, 34.10, 0.72, 1.36, 0.00, 0.00, 6.80, 0.00, 0.00, 0.00, 5.00, 301 
96.70, 85.70, 13.30, 34.00, 0.71, 1.32, 0.00, 0.00, 6.60, 0.00, 0.00, 0.00, 5.00, 301 
96.20, 85.70, 13.40, 28.00, 0.63, 2.15, 0.00, 0.00, 11.40, 0.00, 0.00, 0.00, 3.00, 301 
96.30, 85.70, 13.40, 28.80, 0.65, 2.08, 0.00, 0.00, 10.90, 0.00, 0.00, 0.00, 4.00, 301 
96.60, 85.70, 13.90, 33.10, 0.72, 1.50, 0.00, 0.00, 7.60, 0.00, 0.00, 0.00, 5.00, 301 
96.40, 85.70, 14.00, 32.60, 0.74, 1.25, 0.00, 0.00, 6.50, 0.00, 0.00, 0.00, 3.00, 301 
96.40, 85.90, 14.20, 27.60, 0.62, 2.16, 0.00, 0.00, 11.70, 0.00, 0.00, 0.20, 2.00, 301 
96.30, 85.70, 14.30, 32.20, 0.68, 1.29, 0.00, 0.00, 6.70, 0.00, 0.00, 0.00, 3.00, 301 
94.80, 85.30, 9.90, 24.70, 0.34, 3.17, 0.00, 0.00, 15.40, 0.00, 1.10, 1.20, 0.00, 301 
94.90, 85.40, 10.40, 24.30, 0.35, 3.15, 0.00, 0.00, 15.30, 0.00, 1.10, 1.20, 0.00, 301 
94.00, 84.90, 10.40, 24.00, 0.30, 3.18, 0.00, 0.00, 15.20, 0.00, 1.20, 1.40, 0.00, 301 
95.60, 85.60, 10.70, 24.20, 0.35, 3.13, 0.00, 0.00, 15.20, 0.00, 1.10, 1.20, 0.00, 301 
94.60, 84.60, 11.00, 25.60, 0.37, 3.21, 0.00, 0.00, 15.50, 0.00, 1.20, 1.20, 0.00, 301 
94.80, 84.80, 11.20, 25.60, 0.41, 3.17, 0.00, 0.00, 15.30, 0.00, 1.20, 1.20, 0.00, 301 
94.60, 84.70, 11.30, 25.80, 0.39, 3.24, 0.00, 0.00, 15.60, 0.00, 1.20, 1.30, 0.00, 301 
94.40, 84.70, 11.40, 25.50, 0.32, 3.24, 0.00, 0.00, 15.60, 0.00, 1.20, 1.30, 0.00, 301 
95.30, 85.20, 10.10, 28.40, 0.44, 2.91, 0.00, 0.00, 13.80, 0.70, 1.00, 0.80, 0.00, 301 
94.70, 84.80, 10.10, 28.10, 0.53, 2.84, 0.00, 0.00, 13.40, 0.80, 0.90, 0.80, 0.00, 301 
96.60, 86.40, 10.40, 28.80, 0.34, 2.90, 0.00, 0.00, 13.10, 0.90, 1.60, 0.70, 0.00, 301 
94.50, 85.50, 10.70, 24.30, 0.33, 2.96, 0.00, 0.00, 14.60, 0.00, 0.90, 1.00, 0.00, 301 
94.80, 95.30, 11.00, 24.40, 0.33, 3.07, 0.00, 0.00, 15.10, 0.00, 1.00, 1.00, 0.00, 301 
95.00, 85.40, 11.10, 24.00, 0.37, 3.01, 0.00, 0.00, 14.70, 0.00, 1.00, 1.10, 0.00, 301 
95.10, 85.00, 10.70, 27.30, 0.45, 3.14, 0.00, 0.00, 15.00, 0.40, 0.80, 0.80, 0.00, 301 
95.80, 85.20, 11.30, 27.50, 3.60, 2.75, 0.00, 0.00, 13.10, 0.80, 1.10, 0.40, 0.00, 301 
95.30, 85.60, 7.60, 34.60, 0.71, 1.83, 0.00, 0.00, 9.80, 0.00, 0.00, 0.30, 0.00, 301 
96.20, 85.90, 10.80, 32.30, 0.61, 2.01, 0.00, 0.00, 10.60, 0.20, 0.00, 0.20, 0.00, 301 
96.10, 85.90, 11.10, 30.70, 0.58, 2.06, 0.00, 0.00, 11.10, 0.00, 0.00, 0.20, 0.00, 301 
95.70, 85.40, 11.50, 33.70, 0.70, 1.43, 0.00, 0.20, 6.60, 0.00, 0.00, 0.40, 0.00, 301 
95.70, 85.80, 11.80, 28.00, 0.63, 2.43, 0.00, 0.00, 12.90, 0.00, 0.00, 0.40, 0.00, 301 
95.80, 86.10, 12.60, 27.20, 0.59, 2.41, 0.00, 0.00, 13.00, 0.00, 0.00, 0.40, 0.00, 301 
95.90, 85.90, 12.80, 28.10, 0.62, 2.45, 0.00, 0.00, 13.10, 0.00, 0.00, 0.40, 0.00, 301 
96.00, 86.00, 12.90, 27.50, 0.63, 2.41, 0.00, 0.00, 12.90, 0.00, 0.00, 0.40, 0.00, 301 
95.90, 86.00, 12.90, 27.70, 0.62, 2.51, 0.00, 0.00, 13.00, 0.00, 0.00, 0.40, 0.00, 301 
95.10, 85.50, 7.40, 34.50, 0.67, 1.78, 0.00, 0.00, 9.60, 0.50, 0.30, 0.00, 0.00, 301 
95.10, 85.60, 11.00, 26.20, 0.46, 2.22, 0.00, 0.00, 11.30, 0.00, 1.00, 0.00, 0.00, 301 
94.50, 85.30, 9.20, 24.90, 0.35, 3.13, 0.00, 0.00, 15.10, 0.00, 1.20, 1.20, 0.00, 301 
95.20, 85.80, 10.70, 23.70, 0.34, 2.92, 0.00, 0.00, 14.20, 0.00, 1.00, 1.10, 0.00, 301 
95.90, 85.00, 11.90, 26.90, 0.46, 3.26, 0.00, 0.00, 15.90, 0.00, 1.10, 1.20, 0.00, 301 
95.00, 85.30, 11.70, 24.00, 0.35, 3.21, 0.00, 0.00, 15.50, 0.00, 1.60, 0.90, 0.00, 301 
94.60, 85.10, 10.60, 25.80, 0.23, 2.89, 0.00, 0.00, 14.20, 0.30, 0.90, 0.70, 0.00, 301 
95.90, 85.50, 12.00, 27.60, 0.62, 2.10, 0.00, 0.00, 10.80, 0.30, 0.50, 0.00, 0.00, 301 
95.10, 85.10, 11.40, 27.10, 0.28, 2.76, 0.00, 0.00, 13.40, 0.60, 0.90, 0.50, 0.00, 301 
96.00, 95.30, 8.10, 22.70, 0.35, 2.85, 0.00, 0.00, 13.30, 0.00, 1.50, 1.20, 0.00, 301 
94.90, 85.30, 1.10, 25.00, 0.45, 2.94, 0.00, 0.00, 14.20, 0.00, 1.10, 1.10, 0.00, 301 
94.00, 85.10, 9.40, 24.90, 0.34, 3.17, 0.00, 0.00, 15.40, 0.00, 1.10, 1.20, 0.00, 301 
96.30, 87.00, 9.20, 23.00, 0.39, 2.81, 0.00, 0.00, 13.30, 0.00, 1.30, 1.10, 0.00, 301 
94.80, 85.00, 10.90, 27.10, 0.30, 3.15, 0.00, 0.00, 15.20, 0.00, 1.10, 1.30, 0.00, 301 
94.90, 84.60, 11.10, 28.40, 0.31, 3.13, 0.00, 0.00, 15.40, 0.00, 1.20, 1.20, 0.00, 301 
96.20, 85.20, 12.30, 27.50, 0.49, 2.90, 0.00, 0.00, 14.10, 0.00, 0.90, 1.20, 0.00, 301 
94.90, 85.00, 10.50, 23.70, 0.37, 3.11, 0.00, 0.00, 15.60, 0.00, 0.80, 0.90, 0.00, 301 
95.80, 86.00, 11.70, 27.70, 0.63, 2.37, 0.00, 0.00, 12.30, 0.00, 0.40, 0.40, 0.00, 301 
98.30, 88.20, 6.00, 36.00, 0.49, 2.59, 0.00, 0.00, 13.80, 0.00, 0.00, 0.50, 0.00, 401 
99.50, 87.50, 5.50, 34.10, 0.16, 3.36, 0.00, 0.00, 16.90, 0.00, 0.70, 1.10, 0.00, 401 
99.20, 87.10, 5.80, 35.40, 0.26, 3.51, 0.00, 0.00, 17.20, 0.00, 1.10, 1.30, 0.00, 401 
98.30, 88.00, 6.40, 35.90, 0.35, 2.57, 0.00, 0.30, 13.10, 0.00, 0.00, 0.00, 0.00, 401 
98.80, 97.50, 12.30, 27.80, 0.22, 3.04, 0.00, 0.00, 13.00, 0.00, 2.70, 1.50, 0.00, 401 
92.90, 83.70, 12.00, 33.00, 0.24, 0.63, 0.00, 0.00, 1.90, 0.00, 0.80, 1.00, 0.00, 203 
92.30, 83.70, 13.00, 29.50, 0.27, 0.96, 0.00, 0.00, 3.60, 0.00, 0.90, 1.00, 0.00, 203 
82.80, 78.30, 4.10, 28.50, 3.80, 0.56, 0.00, 0.00, 1.00, 0.00, 1.10, 13.00, 0.00, 100 
81.20, 77.40, 4.20, 23.10, 3.56, 0.55, 0.00, 0.00, 0.90, 0.00, 1.20, 12.00, 0.00, 100 
77.60, 78.20, 5.70, 22.60, 3.73, 0.61, 0.00, 0.00, 1.00, 0.00, 1.20, 1.50, 0.00, 100 
75.90, 77.80, 5.70, 20.00, 3.51, 0.58, 0.00, 0.00, 0.60, 0.00, 1.30, 1.70, 0.00, 100 
74.20, 77.30, 5.90, 19.70, 3.57, 0.53, 0.00, 0.00, 0.40, 0.00, 1.30, 1.60, 0.00, 100 
81.60, 77.30, 3.00, 27.30, 3.90, 0.51, 0.00, 0.00, 0.70, 0.00, 1.20, 1.20, 0.00, 100 
79.20, 76.50, 3.00, 18.20, 3.34, 0.65, 0.00, 0.00, 1.10, 0.00, 1.40, 1.40, 0.00, 100 
80.80, 76.80, 3.00, 23.60, 3.29, 0.51, 0.00, 0.00, 0.80, 0.00, 1.20, 1.10, 0.00, 100 
77.50, 78.10, 6.00, 22.50, 3.58, 0.58, 0.00, 0.00, 0.90, 0.00, 1.20, 1.40, 0.00, 100 
81.70, 77.20, 2.60, 25.60, 3.22, 0.40, 0.00, 0.00, 0.60, 0.00, 0.90, 0.90, 0.00, 100 
80.30, 76.40, 2.60, 23.30, 3.24, 0.44, 0.00, 0.00, 0.60, 0.00, 1.10, 1.00, 0.00, 100 
79.70, 76.10, 3.40, 26.10, 3.79, 0.27, 0.00, 0.00, 0.80, 0.00, 0.30, 0.50, 0.00, 100 
79.90, 76.90, 3.40, 20.00, 3.61, 0.60, 0.00, 0.00, 1.20, 0.00, 1.00, 1.40, 0.00, 100 
78.60, 76.00, 3.80, 20.60, 3.77, 0.33, 0.00, 0.00, 1.10, 0.00, 0.40, 0.40, 0.00, 100 
75.40, 77.60, 6.30, 20.70, 3.30, 0.60, 0.00, 0.00, 0.80, 0.00, 1.30, 1.60, 0.00, 100 
82.30, 77.90, 3.80, 25.30, 3.63, 0.52, 0.00, 0.00, 1.00, 0.00, 1.00, 1.10, 0.00, 100 
76.00, 77.20, 4.60, 24.30, 3.48, 0.32, 0.00, 0.00, 0.00, 0.00, 0.80, 1.20, 0.00, 100 
76.40, 77.40, 5.10, 25.10, 3.58, 0.36, 0.00, 0.00, 0.30, 0.00, 0.80, 1.10, 0.00, 100 
75.60, 77.60, 5.10, 21.30, 3.14, 0.53, 0.00, 0.00, 0.80, 0.50, 0.90, 1.00, 0.00, 100 
75.80, 77.30, 5.20, 24.00, 3.19, 0.60, 0.00, 0.00, 1.10, 0.30, 1.00, 1.10, 0.00, 100 
79.20, 76.50, 5.20, 19.20, 3.96, 0.40, 0.00, 0.00, 1.30, 0.00, 0.40, 0.60, 0.00, 100 
80.90, 77.20, 5.50, 24.80, 3.95, 0.36, 0.00, 0.00, 1.10, 0.00, 0.40, 0.60, 0.00, 100 
77.20, 78.00, 5.60, 22.80, 3.73, 0.60, 0.00, 0.00, 1.20, 0.00, 1.10, 1.30, 0.00, 100 
77.00, 78.10, 5.70, 24.40, 3.82, 0.43, 0.00, 0.00, 0.30, 0.00, 1.10, 1.30, 0.00, 100 
78.20, 78.60, 5.70, 27.70, 3.71, 0.49, 0.00, 0.00, 0.70, 0.00, 1.10, 1.20, 0.00, 100 
77.20, 78.00, 5.90, 22.50, 3.61, 0.58, 0.00, 0.00, 1.00, 0.00, 1.10, 1.40, 0.00, 100 
97.50, 86.30, 11.60, 34.30, 1.23, 1.38, 0.00, 0.00, 6.30, 0.90, 0.00, 0.00, 4.00, 301 
94.90, 85.40, 11.90, 26.30, 0.25, 2.85, 0.00, 0.00, 13.90, 0.30, 0.90, 0.80, 0.00, 301 
96.00, 85.00, 14.10, 32.00, 0.64, 1.27, 0.00, 0.00, 5.40, 0.70, 0.50, 0.00, 4.00, 301 
93.70, 83.90, 11.20, 34.50, 0.00, 0.38, 0.00, 0.00, 0.20, 0.30, 0.80, 1.10, 0.00, 202 
93.90, 84.10, 11.30, 34.20, 0.00, 0.40, 0.00, 0.00, 0.30, 0.30, 0.80, 1.10, 0.00, 202 
93.60, 83.90, 11.10, 34.10, 0.00, 0.42, 0.00, 0.00, 0.30, 0.40, 0.80, 1.10, 0.00, 202 
93.50, 83.90, 11.10, 34.00, 0.00, 0.37, 0.00, 0.00, 0.30, 0.20, 0.80, 1.20, 0.00, 202 
75.90, 78.10, 5.20, 19.50, 3.69, 0.53, 0.00, 0.00, 0.40, 0.00, 1.10, 1.80, 0.00, 100 
75.60, 78.20, 5.40, 18.70, 3.37, 0.53, 0.00, 0.00, 0.40, 0.00, 1.10, 1.80, 0.00, 100 
94.40, 85.20, 13.00, 24.00, 0.18, 2.79, 0.00, 0.00, 13.30, 0.00, 1.10, 1.20, 0.00, 301 
93.80, 84.70, 12.10, 24.80, 0.26, 2.79, 0.00, 0.00, 13.20, 0.00, 1.20, 1.20, 0.00, 301 
96.60, 87.00, 12.60, 24.90, 0.28, 2.62, 0.00, 0.00, 12.20, 0.00, 1.30, 1.20, 0.00, 301 
93.40, 84.70, 11.20, 22.20, 0.26, 3.26, 0.00, 0.00, 15.60, 0.00, 1.40, 1.20, 0.00, 301 
93.70, 84.20, 12.40, 28.90, 0.25, 2.05, 0.00, 0.00, 9.40, 0.00, 0.90, 1.20, 0.00, 301 
93.80, 85.00, 11.90, 23.80, 0.32, 2.79, 0.00, 0.00, 13.20, 0.00, 1.10, 1.30, 0.00, 301 
74.80, 78.30, 5.90, 18.10, 3.30, 0.63, 0.00, 0.00, 0.60, 0.00, 1.50, 1.80, 0.00, 100 
76.20, 78.60, 5.40, 18.90, 3.93, 0.61, 0.00, 0.00, 0.60, 0.00, 1.30, 1.90, 0.00, 100 
93.90, 84.60, 11.70, 24.70, 0.28, 3.06, 0.00, 0.00, 14.60, 0.00, 1.30, 1.20, 0.00, 301 
94.10, 85.00, 10.80, 23.80, 0.30, 3.20, 0.00, 0.00, 15.40, 0.00, 1.20, 1.30, 0.00, 301 
93.60, 84.50, 12.10, 26.20, 0.26, 2.76, 0.00, 0.00, 12.90, 0.00, 1.30, 1.30, 0.00, 301 
93.80, 84.80, 11.10, 24.40, 0.31, 3.20, 0.00, 0.00, 15.20, 0.00, 1.30, 1.40, 0.00, 301 
94.20, 84.90, 12.40, 24.60, 0.22, 2.65, 0.00, 0.00, 12.60, 0.00, 1.00, 1.20, 0.00, 301 
94.20, 85.00, 12.90, 24.10, 0.20, 2.75, 0.00, 0.00, 13.10, 0.00, 1.10, 1.20, 0.00, 301 
93.60, 84.50, 11.90, 25.40, 0.33, 2.64, 0.00, 0.00, 12.40, 0.00, 1.10, 1.30, 0.00, 301 
93.40, 84.90, 11.50, 22.40, 0.27, 3.24, 0.00, 0.00, 15.40, 0.00, 1.40, 1.30, 0.00, 301 
92.90, 83.70, 13.40, 29.90, 0.29, 0.97, 0.00, 0.00, 3.40, 0.00, 1.00, 1.20, 0.00, 203 
76.50, 78.30, 5.80, 19.70, 3.67, 0.63, 0.00, 0.00, 0.70, 0.00, 1.40, 1.80, 0.00, 100 
92.40, 83.40, 10.40, 30.20, 0.77, 0.04, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 201 
92.50, 83.50, 10.60, 30.60, 0.77, 0.05, 0.00, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 201 
92.60, 83.60, 11.20, 29.80, 0.79, 0.05, 0.00, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 201 
94.10, 84.40, 12.00, 31.20, 0.99, 0.05, 0.00, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 201 
92.80, 83.80, 11.30, 30.00, 0.96, 0.07, 0.00, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 201 
92.50, 83.50, 10.30, 30.80, 0.80, 0.05, 0.00, 0.00, 0.00, 0.30, 0.00, 0.00, 0.00, 201 
93.30, 84.10, 13.60, 31.50, 0.78, 0.14, 0.00, 0.00, 0.50, 0.30, 0.00, 0.00, 0.00, 201 
93.40, 84.20, 17.90, 25.50, 0.50, 0.29, 0.00, 0.00, 0.40, 0.00, 0.40, 1.00, 0.00, 201 
92.50, 83.80, 18.00, 25.90, 0.44, 0.33, 0.00, 0.00, 0.40, 0.00, 0.60, 1.00, 0.00, 201 
94.40, 84.90, 12.10, 39.80, 0.57, 0.07, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 202 
94.40, 85.00, 13.20, 34.40, 0.52, 0.13, 0.00, 0.20, 0.30, 0.00, 0.00, 0.00, 0.00, 202 
93.90, 84.30, 12.10, 35.90, 0.49, 0.16, 0.00, 0.20, 0.30, 0.20, 0.00, 0.00, 0.00, 202 
93.40, 83.90, 12.00, 36.20, 0.55, 0.14, 0.00, 0.20, 0.00, 0.40, 0.00, 0.00, 0.00, 202 
95.10, 85.20, 12.20, 35.30, 0.56, 0.12, 0.00, 0.00, 0.30, 0.40, 0.00, 0.00, 0.00, 202 
93.50, 84.20, 13.40, 32.70, 2.15, 0.07, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 202 
94.50, 84.80, 15.60, 31.70, 2.16, 0.13, 0.00, 0.20, 0.30, 0.00, 0.00, 0.00, 0.00, 202 
93.80, 84.60, 14.40, 32.20, 2.20, 0.13, 0.00, 0.20, 0.30, 0.00, 0.00, 0.00, 0.00, 202 
93.80, 84.60, 13.90, 32.30, 2.02, 0.13, 0.00, 0.20, 0.30, 0.00, 0.00, 0.00, 0.00, 202 
93.70, 84.60, 10.40, 34.00, 1.20, 0.14, 0.00, 0.30, 0.00, 0.20, 0.00, 0.00, 0.00, 202 
94.30, 84.50, 14.40, 33.00, 2.12, 0.12, 0.00, 0.00, 0.50, 0.30, 0.00, 0.00, 0.00, 202 
93.90, 84.40, 12.00, 36.50, 0.52, 0.11, 0.00, 0.20, 0.00, 0.50, 0.00, 0.00, 0.00, 202 
95.10, 85.10, 13.60, 34.50, 0.51, 0.14, 0.00, 0.00, 0.40, 0.50, 0.00, 0.00, 0.00, 202 
94.50, 84.80, 16.20, 30.90, 2.07, 0.15, 0.00, 0.20, 0.40, 0.00, 0.20, 0.00, 0.00, 202 
92.40, 83.60, 10.50, 25.10, 0.43, 0.89, 0.00, 0.00, 4.90, 0.00, 0.00, 0.00, 0.00, 203 
92.90, 83.90, 17.50, 23.90, 0.81, 0.99, 0.00, 0.00, 5.40, 0.00, 0.00, 0.00, 0.00, 203 
93.70, 83.80, 18.30, 25.50, 0.81, 0.94, 0.00, 0.00, 4.90, 0.00, 0.30, 0.00, 0.00, 203 
95.10, 86.00, 20.10, 23.10, 0.94, 0.98, 0.00, 0.00, 5.10, 0.00, 0.30, 0.00, 0.00, 203 
90.50, 83.70, 11.20, 20.80, 0.53, 0.90, 0.00, 0.00, 0.90, 0.00, 4.50, 0.00, 0.00, 203 
94.80, 85.00, 12.40, 25.70, 0.65, 2.02, 0.00, 0.00, 11.10, 0.00, 0.00, 0.00, 0.00, 301 
94.30, 84.90, 8.80, 24.00, 0.81, 2.47, 0.00, 0.00, 13.40, 0.00, 0.00, 0.00, 0.00, 301 
95.30, 85.30, 9.60, 26.20, 0.82, 2.50, 0.00, 0.00, 13.10, 0.30, 0.00, 0.00, 0.00, 301 
94.80, 84.80, 9.50, 24.40, 0.53, 2.21, 0.00, 0.00, 11.30, 0.50, 0.00, 0.00, 0.00, 301 
94.40, 84.40, 12.40, 28.20, 0.41, 2.20, 0.00, 0.00, 10.80, 0.00, 1.00, 1.20, 0.00, 301 
96.30, 85.40, 13.70, 27.30, 0.81, 2.18, 0.00, 0.00, 10.40, 0.00, 0.60, 1.20, 0.00, 301 
95.50, 85.00, 12.40, 26.90, 0.09, 2.63, 0.00, 0.00, 12.80, 0.00, 0.70, 1.20, 0.00, 301 
94.30, 85.10, 12.10, 24.10, 0.61, 2.33, 0.00, 0.00, 12.80, 0.00, 0.00, 0.00, 0.00, 301 
95.30, 85.60, 10.80, 25.20, 0.50, 2.51, 0.00, 0.00, 13.50, 3.00, 0.00, 0.00, 0.00, 301 
94.80, 85.10, 10.60, 25.00, 0.62, 2.37, 0.00, 0.00, 12.80, 0.20, 0.00, 0.00, 0.00, 301 
95.00, 85.00, 12.50, 30.20, 0.51, 2.18, 0.00, 0.00, 9.80, 0.00, 1.10, 1.40, 0.00, 301 
95.10, 85.00, 11.70, 29.90, 0.50, 2.26, 0.00, 0.00, 10.20, 0.00, 1.10, 1.40, 0.00, 301 
94.60, 84.80, 12.30, 23.40, 0.51, 2.44, 0.00, 0.00, 13.20, 0.20, 0.00, 0.00, 0.00, 301 
94.50, 85.00, 10.90, 23.70, 0.58, 2.46, 0.00, 0.20, 12.30, 0.90, 0.00, 0.00, 0.00, 301 
95.70, 86.10, 9.80, 25.60, 0.60, 2.47, 0.50, 0.30, 11.10, 0.00, 0.40, 0.00, 0.00, 301 
94.70, 84.80, 8.70, 25.70, 0.85, 2.67, 0.00, 0.00, 13.60, 0.50, 0.70, 0.00, 0.00, 301 
94.80, 84.60, 11.30, 24.80, 0.46, 2.50, 0.00, 0.00, 12.40, 0.60, 0.90, 0.00, 0.00, 301 
96.70, 86.60, 9.10, 31.10, 0.27, 2.54, 0.60, 0.30, 9.60, 0.60, 1.60, 0.00, 0.00, 301 
94.00, 84.60, 12.40, 28.40, 0.22, 1.90, 0.00, 0.00, 8.70, 0.00, 0.70, 1.30, 0.00, 301 
97.50, 84.50, 17.10, 28.50, 0.41, 1.91, 0.00, 0.00, 8.30, 0.60, 1.20, 0.70, 0.00, 301 
95.10, 85.90, 10.90, 24.80, 0.65, 2.32, 0.40, 0.30, 9.80, 0.00, 1.30, 0.00, 0.00, 301 
95.40, 85.70, 9.50, 26.10, 0.56, 2.26, 0.40, 0.00, 9.70, 0.30, 1.40, 0.00, 0.00, 301 
95.10, 84.90, 6.70, 28.90, 0.57, 2.39, 0.50, 0.00, 9.20, 0.90, 1.90, 0.00, 0.00, 301 
95.10, 85.70, 9.80, 26.80, 0.73, 2.33, 0.30, 0.30, 7.80, 0.00, 3.90, 0.00, 0.00, 301 
94.80, 86.20, 12.00, 23.20, 0.45, 2.70, 0.30, 0.30, 6.80, 0.00, 5.30, 0.00, 0.00, 301 
95.60, 85.40, 16.60, 25.70, 0.66, 2.13, 0.00, 0.00, 4.80, 0.30, 7.40, 0.00, 0.00, 301 
95.20, 85.00, 16.40, 25.20, 0.66, 2.19, 0.00, 0.20, 4.50, 0.40, 7.60, 0.00, 0.00, 301 
